[id][cost,state,father_id,action,depth,h,value]
[9217][654,(162, 207),9216,O,260,231,231]
[9219][656,(161, 207),9217,N,261,232,232]
[9223][658,(161, 208),9219,E,262,231,231]
[9225][662,(161, 209),9223,E,263,230,230]
[9226][666,(161, 210),9225,E,264,229,229]
[9228][670,(160, 210),9226,N,265,230,230]
[9233][673,(160, 211),9228,E,266,229,229]
[9235][677,(161, 211),9233,S,267,228,228]
[9240][681,(161, 212),9235,E,268,227,227]
[9242][682,(161, 213),9240,E,269,226,226]
[9243][686,(162, 213),9242,S,270,225,225]
[9244][689,(162, 214),9243,E,271,224,224]
[9245][691,(161, 214),9244,N,272,225,225]
[9265][695,(161, 215),9245,E,273,224,224]
[9266][699,(160, 215),9265,N,274,225,225]
[9267][703,(160, 216),9266,E,275,224,224]
[9268][707,(159, 216),9267,N,276,225,225]
[9270][711,(159, 217),9268,E,277,224,224]
[9271][713,(158, 217),9270,N,278,225,225]
[9273][716,(158, 216),9271,O,279,226,226]
[9282][717,(158, 215),9273,O,280,227,227]
[9283][718,(157, 215),9282,N,281,228,228]
[9287][721,(157, 216),9283,E,282,227,227]
[9288][722,(156, 216),9287,N,283,228,228]
[9290][724,(155, 216),9288,N,284,229,229]
[9294][726,(155, 217),9290,E,285,228,228]
[9295][728,(154, 217),9294,N,286,229,229]
[9302][729,(153, 217),9295,N,287,230,230]
[9306][730,(153, 218),9302,E,288,229,229]
[9307][733,(153, 219),9306,E,289,228,228]
[9309][737,(153, 220),9307,E,290,227,227]
[9311][740,(153, 221),9309,E,291,226,226]
[9312][743,(153, 222),9311,E,292,225,225]
[9314][744,(154, 222),9312,S,293,224,224]
[9315][748,(154, 221),9314,O,294,225,225]
[9320][750,(155, 221),9315,S,295,224,224]
[9321][751,(156, 221),9320,S,296,223,223]
[9323][754,(156, 222),9321,E,297,222,222]
[9325][755,(156, 223),9323,E,298,221,221]
[9326][757,(156, 224),9325,E,299,220,220]
[9327][759,(155, 224),9326,N,300,221,221]
[9331][761,(154, 224),9327,N,301,222,222]
[9332][763,(153, 224),9331,N,302,223,223]
[9617][767,(153, 225),9332,E,303,222,222]
[9618][769,(153, 226),9617,E,304,221,221]
[9619][770,(152, 226),9618,N,305,222,222]
[9620][771,(152, 225),9619,O,306,223,223]
[9621][773,(151, 225),9620,N,307,224,224]
[9622][774,(151, 226),9621,E,308,223,223]
[9623][775,(150, 226),9622,N,309,224,224]
[9625][777,(150, 227),9623,E,310,223,223]
[9626][781,(150, 228),9625,E,311,222,222]
[9628][785,(151, 228),9626,S,312,221,221]
[9629][789,(152, 228),9628,S,313,220,220]
[9631][793,(153, 228),9629,S,314,219,219]
[9632][794,(153, 227),9631,O,315,220,220]
[9633][796,(154, 227),9632,S,316,219,219]
[9634][799,(154, 228),9633,E,317,218,218]
[9635][803,(154, 229),9634,E,318,217,217]
[9637][804,(154, 230),9635,E,319,216,216]
[9639][806,(153, 230),9637,N,320,217,217]
[9642][808,(153, 231),9639,E,321,216,216]
[9643][809,(154, 231),9642,S,322,215,215]
[9644][810,(154, 232),9643,E,323,214,214]
[9646][814,(154, 233),9644,E,324,213,213]
[9649][818,(155, 233),9646,S,325,212,212]
[9650][819,(155, 234),9649,E,326,211,211]
[9652][820,(155, 235),9650,E,327,210,210]
[9654][823,(155, 236),9652,E,328,209,209]
[9657][825,(156, 236),9654,S,329,208,208]
[9658][827,(156, 237),9657,E,330,207,207]
[9660][831,(157, 237),9658,S,331,206,206]
[9663][835,(157, 238),9660,E,332,205,205]
[9665][838,(157, 239),9663,E,333,204,204]
[9666][839,(156, 239),9665,N,334,205,205]
[9669][842,(155, 239),9666,N,335,206,206]
[9679][843,(155, 240),9669,E,336,205,205]
[9680][845,(155, 241),9679,E,337,204,204]
[9681][846,(154, 241),9680,N,338,205,205]
[9682][848,(153, 241),9681,N,339,206,206]
[9683][852,(152, 241),9682,N,340,207,207]
[9686][853,(152, 242),9683,E,341,206,206]
[9687][855,(152, 243),9686,E,342,205,205]
[9690][856,(152, 244),9687,E,343,204,204]
[9692][860,(151, 244),9690,N,344,205,205]
[9700][864,(150, 244),9692,N,345,206,206]
[9701][867,(150, 245),9700,E,346,205,205]
[9702][871,(149, 245),9701,N,347,206,206]
[9710][875,(149, 244),9702,O,348,207,207]
[9711][878,(149, 243),9710,O,349,208,208]
[9723][882,(148, 243),9711,N,350,209,209]
[9731][883,(147, 243),9723,N,351,210,210]
[9741][887,(147, 242),9731,O,352,211,211]
[9753][891,(146, 242),9741,N,353,212,212]
[9757][893,(145, 242),9753,N,354,213,213]
[9760][897,(145, 241),9757,O,355,214,214]
[9762][901,(145, 240),9760,O,356,215,215]
[9764][903,(144, 240),9762,N,357,216,216]
[9771][905,(144, 241),9764,E,358,215,215]
[9772][906,(144, 242),9771,E,359,214,214]
[9773][908,(143, 242),9772,N,360,215,215]
[9777][910,(143, 243),9773,E,361,214,214]
[9778][912,(142, 243),9777,N,362,215,215]
[9779][916,(141, 243),9778,N,363,216,216]
[9780][919,(141, 244),9779,E,364,215,215]
[9781][923,(140, 244),9780,N,365,216,216]
[9783][925,(140, 245),9781,E,366,215,215]
[9784][927,(140, 246),9783,E,367,214,214]
[9785][929,(141, 246),9784,S,368,213,213]
[9788][931,(142, 246),9785,S,369,212,212]
[9790][935,(142, 247),9788,E,370,211,211]
[9791][939,(142, 248),9790,E,371,210,210]
[9792][941,(142, 249),9791,E,372,209,209]
[9794][945,(141, 249),9792,N,373,210,210]
[9850][946,(141, 250),9794,E,374,209,209]
[9851][947,(140, 250),9850,N,375,210,210]
[9852][951,(140, 249),9851,O,376,211,211]
[9867][954,(139, 249),9852,N,377,212,212]
[9868][956,(138, 249),9867,N,378,213,213]
[9870][957,(138, 250),9868,E,379,212,212]
[9871][958,(137, 250),9870,N,380,213,213]
[9883][959,(137, 249),9871,O,381,214,214]
[9885][962,(136, 249),9883,N,382,215,215]
[9893][966,(136, 248),9885,O,383,216,216]
[9894][970,(136, 247),9893,O,384,217,217]
[9897][973,(136, 246),9894,O,385,218,218]
[9925][975,(136, 245),9897,O,386,219,219]
[9941][977,(135, 245),9925,N,387,220,220]
[9981][979,(134, 245),9941,N,388,221,221]
[9997][980,(133, 245),9981,N,389,222,222]
[10015][984,(132, 245),9997,N,390,223,223]
[10043][985,(132, 246),10015,E,391,222,222]
[10045][986,(132, 247),10043,E,392,221,221]
[10046][988,(131, 247),10045,N,393,222,222]
[10051][991,(131, 248),10046,E,394,221,221]
[10052][994,(131, 249),10051,E,395,220,220]
[10053][996,(130, 249),10052,N,396,221,221]
[10054][997,(130, 250),10053,E,397,220,220]
[10055][998,(129, 250),10054,N,398,221,221]
[10211][999,(128, 250),10055,N,399,222,222]
[10222][1002,(128, 249),10211,O,400,223,223]
[10229][1004,(127, 249),10222,N,401,224,224]
[10245][1005,(127, 250),10229,E,402,223,223]
[10246][1009,(126, 250),10245,N,403,224,224]
[10247][1011,(125, 250),10246,N,404,225,225]
[10263][1013,(125, 249),10247,O,405,226,226]
[10278][1015,(124, 249),10263,N,406,227,227]
[10293][1017,(123, 249),10278,N,407,228,228]
[10305][1020,(123, 248),10293,O,408,229,229]
[10322][1024,(123, 247),10305,O,409,230,230]
[10362][1028,(122, 247),10322,N,410,231,231]
[10374][1029,(122, 246),10362,O,411,232,232]
[10442][1032,(121, 246),10374,N,412,233,233]
[10483][1033,(121, 245),10442,O,413,234,234]
[10557][1034,(121, 244),10483,O,414,235,235]
[10579][1038,(120, 244),10557,N,415,236,236]
[10703][1041,(119, 244),10579,N,416,237,237]
[10751][1043,(119, 243),10703,O,417,238,238]
[10809][1045,(118, 243),10751,N,418,239,239]
[10819][1049,(118, 244),10809,E,419,238,238]
[10820][1050,(117, 244),10819,N,420,239,239]
[10821][1052,(117, 243),10820,O,421,240,240]
[10842][1055,(116, 243),10821,N,422,241,241]
[10857][1057,(116, 244),10842,E,423,240,240]
[10858][1059,(115, 244),10857,N,424,241,241]
[10861][1060,(115, 243),10858,O,425,242,242]
[11006][1063,(114, 243),10861,N,426,243,243]
[11041][1065,(114, 244),11006,E,427,242,242]
[11042][1066,(113, 244),11041,N,428,243,243]
[11539][1067,(113, 243),11042,O,429,244,244]
[11588][1070,(112, 243),11539,N,430,245,245]
[11605][1071,(111, 243),11588,N,431,246,246]
[11770][1075,(111, 242),11605,O,432,247,247]
[11796][1078,(111, 241),11770,O,433,248,248]
[11811][1079,(111, 240),11796,O,434,249,249]
[11821][1080,(112, 240),11811,S,435,248,248]
[11822][1084,(113, 240),11821,S,436,247,247]
[11823][1086,(113, 239),11822,O,437,248,248]
[11825][1090,(113, 238),11823,O,438,249,249]
[11826][1094,(113, 237),11825,O,439,250,250]
[11939][1096,(112, 237),11826,N,440,251,251]
[11964][1097,(111, 237),11939,N,441,252,252]
[11985][1101,(111, 236),11964,O,442,253,253]
[12013][1104,(111, 235),11985,O,443,254,254]
[12048][1106,(111, 234),12013,O,444,255,255]
[12069][1109,(110, 234),12048,N,445,256,256]
[12097][1111,(110, 235),12069,E,446,255,255]
[12098][1113,(109, 235),12097,N,447,256,256]
[12099][1115,(108, 235),12098,N,448,257,257]
[12104][1117,(107, 235),12099,N,449,258,258]
[12111][1119,(106, 235),12104,N,450,259,259]
[12114][1120,(106, 234),12111,O,451,260,260]
[12147][1121,(107, 234),12114,S,452,259,259]
[12148][1123,(107, 233),12147,O,453,260,260]
[12150][1124,(107, 232),12148,O,454,261,261]
[12166][1125,(106, 232),12150,N,455,262,262]
[12194][1128,(105, 232),12166,N,456,263,263]
[12208][1132,(105, 231),12194,O,457,264,264]
[12225][1134,(105, 230),12208,O,458,265,265]
[12264][1135,(104, 230),12225,N,459,266,266]
[12354][1137,(104, 229),12264,O,460,267,267]
[12363][1140,(104, 228),12354,O,461,268,268]
[12386][1142,(104, 227),12363,O,462,269,269]
[12440][1146,(103, 227),12386,N,463,270,270]
[12522][1147,(103, 226),12440,O,464,271,271]
[23332][1151,(103, 225),12522,O,465,272,272]
[23671][1155,(104, 225),23332,S,466,271,271]
[23672][1158,(104, 224),23671,O,467,272,272]
[23674][1162,(103, 224),23672,N,468,273,273]
[23691][1165,(103, 223),23674,O,469,274,274]
[23717][1169,(102, 223),23691,N,470,275,275]
[23800][1170,(102, 224),23717,E,471,274,274]
[23801][1172,(101, 224),23800,N,472,275,275]
[23804][1174,(101, 225),23801,E,473,274,274]
[23805][1177,(100, 225),23804,N,474,275,275]
[23809][1179,(99, 225),23805,N,475,276,276]
[23849][1183,(99, 226),23809,E,476,275,275]
[23851][1187,(99, 227),23849,E,477,274,274]
[23853][1191,(99, 228),23851,E,478,273,273]
[23854][1192,(100, 228),23853,S,479,272,272]
[23856][1193,(100, 229),23854,E,480,271,271]
[23857][1197,(99, 229),23856,N,481,272,272]
[23864][1201,(98, 229),23857,N,482,273,273]
[23865][1203,(97, 229),23864,N,483,274,274]
[23867][1207,(97, 230),23865,E,484,273,273]
[23868][1208,(96, 230),23867,N,485,274,274]
[23876][1212,(95, 230),23868,N,486,275,275]
[23878][1216,(95, 229),23876,O,487,276,276]
[23881][1218,(95, 228),23878,O,488,277,277]
[23904][1219,(96, 228),23881,S,489,276,276]
[23907][1221,(97, 228),23904,S,490,275,275]
[23908][1223,(97, 227),23907,O,491,276,276]
[23909][1226,(97, 226),23908,O,492,277,277]
[23910][1229,(97, 225),23909,O,493,278,278]
[23938][1233,(96, 225),23910,N,494,279,279]
[24424][1236,(95, 225),23938,N,495,280,280]
[24833][1240,(95, 226),24424,E,496,279,279]
[24834][1244,(94, 226),24833,N,497,280,280]
[24837][1248,(94, 227),24834,E,498,279,279]
[24838][1252,(93, 227),24837,N,499,280,280]
[24839][1255,(92, 227),24838,N,500,281,281]
[24880][1257,(92, 226),24839,O,501,282,282]
[24911][1259,(92, 225),24880,O,502,283,283]
[24937][1261,(91, 225),24911,N,503,284,284]
[24966][1264,(90, 225),24937,N,504,285,285]
[25899][1268,(90, 226),24966,E,505,284,284]
[25900][1270,(89, 226),25899,N,506,285,285]
[25927][1274,(88, 226),25900,N,507,286,286]
[25950][1276,(87, 226),25927,N,508,287,287]
[25973][1280,(86, 226),25950,N,509,288,288]
[26006][1281,(85, 226),25973,N,510,289,289]
[26022][1284,(84, 226),26006,N,511,290,290]
[26053][1287,(84, 225),26022,O,512,291,291]
[26081][1290,(83, 225),26053,N,513,292,292]
[26122][1294,(83, 226),26081,E,514,291,291]
[26123][1295,(82, 226),26122,N,515,292,292]
[26124][1297,(81, 226),26123,N,516,293,293]
[26138][1298,(80, 226),26124,N,517,294,294]
[26715][1302,(80, 227),26138,E,518,293,293]
[26716][1303,(79, 227),26715,N,519,294,294]
[26718][1306,(78, 227),26716,N,520,295,295]
[26765][1307,(78, 228),26718,E,521,294,294]
[26766][1309,(78, 229),26765,E,522,293,293]
[26768][1310,(78, 230),26766,E,523,292,292]
[26770][1312,(77, 230),26768,N,524,293,293]
[26775][1316,(76, 230),26770,N,525,294,294]
[26885][1318,(76, 229),26775,O,526,295,295]
[26888][1321,(76, 228),26885,O,527,296,296]
[26911][1325,(75, 228),26888,N,528,297,297]
[26939][1328,(75, 227),26911,O,529,298,298]
[26978][1329,(74, 227),26939,N,530,299,299]
[27185][1330,(74, 226),26978,O,531,300,300]
[27226][1331,(73, 226),27185,N,532,301,301]
[27253][1335,(72, 226),27226,N,533,302,302]
[27290][1336,(71, 226),27253,N,534,303,303]
[27353][1338,(71, 225),27290,O,535,304,304]
[27440][1342,(72, 225),27353,S,536,303,303]
[27441][1345,(73, 225),27440,S,537,302,302]
[27442][1346,(74, 225),27441,S,538,301,301]
[27443][1349,(75, 225),27442,S,539,300,300]
[27444][1350,(75, 224),27443,O,540,301,301]
[27446][1353,(74, 224),27444,N,541,302,302]
[27456][1357,(73, 224),27446,N,542,303,303]
[27459][1359,(73, 223),27456,O,543,304,304]
[27461][1361,(73, 222),27459,O,544,305,305]
[27499][1363,(72, 222),27461,N,545,306,306]
[27547][1367,(72, 221),27499,O,546,307,307]
[27564][1371,(71, 221),27547,N,547,308,308]
[27595][1374,(70, 221),27564,N,548,309,309]
[27650][1378,(70, 220),27595,O,549,310,310]
[27742][1380,(71, 220),27650,S,550,309,309]
[27743][1381,(71, 219),27742,O,551,310,310]
[27744][1382,(72, 219),27743,S,552,309,309]
[27747][1384,(73, 219),27744,S,553,308,308]
[27749][1386,(74, 219),27747,S,554,307,307]
[27750][1388,(74, 218),27749,O,555,308,308]
[27758][1391,(74, 217),27750,O,556,309,309]
[27760][1392,(75, 217),27758,S,557,308,308]
[27762][1395,(76, 217),27760,S,558,307,307]
[27763][1397,(76, 216),27762,O,559,308,308]
[27765][1400,(77, 216),27763,S,560,307,307]
[27766][1402,(77, 215),27765,O,561,308,308]
[27767][1406,(78, 215),27766,S,562,307,307]
[27768][1410,(78, 214),27767,O,563,308,308]
[27773][1413,(78, 213),27768,O,564,309,309]
[27776][1417,(78, 212),27773,O,565,310,310]
[27782][1418,(77, 212),27776,N,566,311,311]
[27850][1420,(77, 211),27782,O,567,312,312]
[27888][1424,(77, 210),27850,O,568,313,313]
[27917][1427,(78, 210),27888,S,569,312,312]
[27918][1428,(78, 209),27917,O,570,313,313]
[27919][1430,(78, 208),27918,O,571,314,314]
[27940][1433,(78, 207),27919,O,572,315,315]
[27971][1434,(77, 207),27940,N,573,316,316]
[28015][1435,(76, 207),27971,N,574,317,317]
[28058][1437,(75, 207),28015,N,575,318,318]
[28079][1441,(75, 206),28058,O,576,319,319]
[28090][1444,(75, 205),28079,O,577,320,320]
[28122][1445,(76, 205),28090,S,578,319,319]
[28123][1449,(76, 204),28122,O,579,320,320]
[28125][1451,(77, 204),28123,S,580,319,319]
[28126][1452,(78, 204),28125,S,581,318,318]
