[id][cost,state,father_id,action,depth,h,value]
[81420][2844,(33, 91),81356,O,1135,476,476]
[81446][2848,(33, 90),81420,O,1136,477,477]
[81454][2850,(32, 90),81446,N,1137,478,478]
[81486][2852,(31, 90),81454,N,1138,479,479]
[81520][2855,(30, 90),81486,N,1139,480,480]
[81916][2858,(29, 90),81520,N,1140,481,481]
[81981][2861,(28, 90),81916,N,1141,482,482]
[82060][2862,(28, 89),81981,O,1142,483,483]
[82095][2863,(27, 89),82060,N,1143,484,484]
[82162][2865,(27, 88),82095,O,1144,485,485]
[82262][2869,(27, 87),82162,O,1145,486,486]
[82403][2870,(27, 86),82262,O,1146,487,487]
[82503][2873,(26, 86),82403,N,1147,488,488]
[82560][2876,(25, 86),82503,N,1148,489,489]
[82610][2877,(25, 85),82560,O,1149,490,490]
[82663][2881,(25, 84),82610,O,1150,491,491]
[82692][2885,(25, 83),82663,O,1151,492,492]
[83065][2888,(26, 83),82692,S,1152,491,491]
[83066][2890,(26, 82),83065,O,1153,492,492]
[83070][2891,(27, 82),83066,S,1154,491,491]
[83071][2895,(27, 81),83070,O,1155,492,492]
[83072][2899,(28, 81),83071,S,1156,491,491]
[83073][2901,(29, 81),83072,S,1157,490,490]
[83074][2903,(29, 80),83073,O,1158,491,491]
[83106][2904,(28, 80),83074,N,1159,492,492]
[83110][2906,(28, 79),83106,O,1160,493,493]
[83244][2909,(27, 79),83110,N,1161,494,494]
[83287][2913,(26, 79),83244,N,1162,495,495]
[83352][2915,(26, 80),83287,E,1163,494,494]
[83353][2916,(25, 80),83352,N,1164,495,495]
[83355][2919,(24, 80),83353,N,1165,496,496]
[83538][2922,(24, 79),83355,O,1166,497,497]
[83595][2926,(24, 78),83538,O,1167,498,498]
[83640][2929,(23, 78),83595,N,1168,499,499]
[83669][2931,(23, 77),83640,O,1169,500,500]
[83756][2933,(23, 76),83669,O,1170,501,501]
[83804][2937,(24, 76),83756,S,1171,500,500]
[83805][2941,(25, 76),83804,S,1172,499,499]
[83807][2943,(26, 76),83805,S,1173,498,498]
[83811][2944,(26, 75),83807,O,1174,499,499]
[83817][2947,(26, 74),83811,O,1175,500,500]
[83855][2951,(25, 74),83817,N,1176,501,501]
[83861][2952,(25, 73),83855,O,1177,502,502]
[83913][2953,(25, 72),83861,O,1178,503,503]
[83951][2957,(25, 71),83913,O,1179,504,504]
[84001][2961,(25, 70),83951,O,1180,505,505]
[84052][2962,(24, 70),84001,N,1181,506,506]
[84118][2966,(24, 69),84052,O,1182,507,507]
[84151][2969,(24, 68),84118,O,1183,508,508]
[84193][2970,(25, 68),84151,S,1184,507,507]
[84194][2971,(25, 67),84193,O,1185,508,508]
[84197][2972,(26, 67),84194,S,1186,507,507]
[84198][2974,(26, 66),84197,O,1187,508,508]
[84200][2976,(27, 66),84198,S,1188,507,507]
[84202][2980,(27, 67),84200,E,1189,506,506]
[84203][2983,(28, 67),84202,S,1190,505,505]
[84204][2986,(28, 66),84203,O,1191,506,506]
[84208][2990,(28, 65),84204,O,1192,507,507]
[84209][2991,(28, 64),84208,O,1193,508,508]
[84212][2995,(29, 64),84209,S,1194,507,507]
[84213][2997,(29, 63),84212,O,1195,508,508]
[84216][2999,(30, 63),84213,S,1196,507,507]
[84217][3002,(30, 62),84216,O,1197,508,508]
[84218][3003,(31, 62),84217,S,1198,507,507]
[84219][3005,(31, 61),84218,O,1199,508,508]
[84230][3007,(31, 60),84219,O,1200,509,509]
[84304][3008,(31, 59),84230,O,1201,510,510]
[84327][3011,(30, 59),84304,N,1202,511,511]
[84412][3013,(30, 58),84327,O,1203,512,512]
[84605][3017,(30, 57),84412,O,1204,513,513]
[84620][3019,(31, 57),84605,S,1205,512,512]
[84621][3022,(32, 57),84620,S,1206,511,511]
[84623][3025,(33, 57),84621,S,1207,510,510]
[84625][3028,(34, 57),84623,S,1208,509,509]
[84626][3032,(34, 58),84625,E,1209,508,508]
[84627][3035,(34, 59),84626,E,1210,507,507]
[84629][3037,(35, 59),84627,S,1211,506,506]
[84632][3041,(36, 59),84629,S,1212,505,505]
[84634][3045,(36, 58),84632,O,1213,506,506]
[85539][3048,(37, 58),84634,S,1214,505,505]
[85542][3050,(38, 58),85539,S,1215,504,504]
[85543][3052,(38, 57),85542,O,1216,505,505]
[85546][3056,(38, 56),85543,O,1217,506,506]
[85557][3059,(39, 56),85546,S,1218,505,505]
[85558][3060,(39, 55),85557,O,1219,506,506]
[85559][3064,(39, 54),85558,O,1220,507,507]
[85564][3065,(39, 53),85559,O,1221,508,508]
[85570][3069,(40, 53),85564,S,1222,507,507]
[85571][3070,(40, 52),85570,O,1223,508,508]
[85572][3071,(41, 52),85571,S,1224,507,507]
[85573][3072,(41, 51),85572,O,1225,508,508]
[85574][3076,(40, 51),85573,N,1226,509,509]
[85578][3078,(40, 50),85574,O,1227,510,510]
[85580][3079,(40, 49),85578,O,1228,511,511]
[85582][3082,(40, 48),85580,O,1229,512,512]
[85587][3086,(39, 48),85582,N,1230,513,513]
[85596][3090,(39, 47),85587,O,1231,514,514]
[85627][3091,(39, 46),85596,O,1232,515,515]
[85634][3092,(40, 46),85627,S,1233,514,514]
[85636][3095,(41, 46),85634,S,1234,513,513]
[85639][3096,(42, 46),85636,S,1235,512,512]
[85651][3098,(43, 46),85639,S,1236,511,511]
[85652][3099,(43, 45),85651,O,1237,512,512]
[85653][3102,(43, 44),85652,O,1238,513,513]
[85654][3106,(42, 44),85653,N,1239,514,514]
[85656][3109,(42, 43),85654,O,1240,515,515]
[85660][3112,(42, 42),85656,O,1241,516,516]
[85683][3113,(42, 41),85660,O,1242,517,517]
[85727][3115,(42, 40),85683,O,1243,518,518]
[85739][3119,(41, 40),85727,N,1244,519,519]
[85846][3121,(40, 40),85739,N,1245,520,520]
[85853][3122,(40, 39),85846,O,1246,521,521]
[85859][3123,(40, 38),85853,O,1247,522,522]
[85909][3127,(39, 38),85859,N,1248,523,523]
[85919][3128,(38, 38),85909,N,1249,524,524]
[85928][3130,(37, 38),85919,N,1250,525,525]
[85981][3132,(37, 37),85928,O,1251,526,526]
[85987][3134,(36, 37),85981,N,1252,527,527]
[86350][3138,(35, 37),85987,N,1253,528,528]
[86440][3140,(35, 36),86350,O,1254,529,529]
[86454][3142,(35, 35),86440,O,1255,530,530]
[86469][3143,(34, 35),86454,N,1256,531,531]
[86485][3144,(33, 35),86469,N,1257,532,532]
[86497][3147,(32, 35),86485,N,1258,533,533]
[86516][3149,(32, 34),86497,O,1259,534,534]
[86528][3153,(32, 33),86516,O,1260,535,535]
[86532][3154,(33, 33),86528,S,1261,534,534]
[86533][3155,(33, 32),86532,O,1262,535,535]
[86534][3156,(33, 31),86533,O,1263,536,536]
[86978][3158,(33, 30),86534,O,1264,537,537]
[86985][3160,(32, 30),86978,N,1265,538,538]
[86994][3163,(32, 29),86985,O,1266,539,539]
[87006][3166,(32, 28),86994,O,1267,540,540]
[87338][3170,(33, 28),87006,S,1268,539,539]
[87339][3171,(33, 27),87338,O,1269,540,540]
[87342][3174,(32, 27),87339,N,1270,541,541]
[87359][3178,(31, 27),87342,N,1271,542,542]
[87393][3182,(31, 28),87359,E,1272,541,541]
[87394][3185,(30, 28),87393,N,1273,542,542]
[87395][3188,(29, 28),87394,N,1274,543,543]
[87417][3189,(29, 29),87395,E,1275,542,542]
[87418][3191,(28, 29),87417,N,1276,543,543]
[87419][3195,(28, 30),87418,E,1277,542,542]
[87420][3199,(27, 30),87419,N,1278,543,543]
[87421][3201,(27, 31),87420,E,1279,542,542]
[87423][3205,(28, 31),87421,S,1280,541,541]
[87425][3206,(28, 32),87423,E,1281,540,540]
[87427][3209,(28, 33),87425,E,1282,539,539]
[87429][3211,(27, 33),87427,N,1283,540,540]
[87434][3214,(26, 33),87429,N,1284,541,541]
[87437][3215,(26, 34),87434,E,1285,540,540]
[87438][3216,(25, 34),87437,N,1286,541,541]
[87456][3218,(25, 33),87438,O,1287,542,542]
[87469][3219,(25, 32),87456,O,1288,543,543]
[87472][3221,(25, 31),87469,O,1289,544,544]
[87483][3224,(24, 31),87472,N,1290,545,545]
[87498][3225,(23, 31),87483,N,1291,546,546]
[87516][3227,(23, 30),87498,O,1292,547,547]
[87527][3229,(22, 30),87516,N,1293,548,548]
[87573][3232,(21, 30),87527,N,1294,549,549]
[87584][3233,(20, 30),87573,N,1295,550,550]
[87600][3237,(20, 31),87584,E,1296,549,549]
[87601][3240,(19, 31),87600,N,1297,550,550]
[87602][3244,(18, 31),87601,N,1298,551,551]
[87620][3247,(17, 31),87602,N,1299,552,552]
[87629][3250,(17, 30),87620,O,1300,553,553]
[87633][3251,(16, 30),87629,N,1301,554,554]
[87635][3252,(15, 30),87633,N,1302,555,555]
[87643][3255,(15, 31),87635,E,1303,554,554]
[87644][3256,(15, 32),87643,E,1304,553,553]
[87645][3259,(14, 32),87644,N,1305,554,554]
[87648][3261,(14, 33),87645,E,1306,553,553]
[87649][3264,(13, 33),87648,N,1307,554,554]
[87704][3268,(13, 32),87649,O,1308,555,555]
[87706][3270,(13, 31),87704,O,1309,556,556]
[87709][3273,(12, 31),87706,N,1310,557,557]
[87714][3276,(12, 30),87709,O,1311,558,558]
[87715][3279,(12, 29),87714,O,1312,559,559]
[87717][3283,(12, 28),87715,O,1313,560,560]
[87723][3286,(13, 28),87717,S,1314,559,559]
[87724][3290,(13, 27),87723,O,1315,560,560]
[87729][3292,(13, 26),87724,O,1316,561,561]
[87734][3293,(12, 26),87729,N,1317,562,562]
[87736][3295,(11, 26),87734,N,1318,563,563]
[87742][3296,(10, 26),87736,N,1319,564,564]
[87745][3300,(10, 25),87742,O,1320,565,565]
[87753][3302,(11, 25),87745,S,1321,564,564]
[87754][3305,(11, 24),87753,O,1322,565,565]
[87756][3307,(12, 24),87754,S,1323,564,564]
[87757][3311,(12, 23),87756,O,1324,565,565]
[87758][3314,(12, 22),87757,O,1325,566,566]
[87796][3315,(12, 21),87758,O,1326,567,567]
[87805][3317,(12, 20),87796,O,1327,568,568]
[87809][3321,(13, 20),87805,S,1328,567,567]
[87810][3324,(13, 19),87809,O,1329,568,568]
[87916][3326,(12, 19),87810,N,1330,569,569]
[87929][3328,(11, 19),87916,N,1331,570,570]
[88883][3332,(11, 18),87929,O,1332,571,571]
[88902][3335,(11, 17),88883,O,1333,572,572]
[88914][3337,(11, 16),88902,O,1334,573,573]
[88924][3340,(11, 15),88914,O,1335,574,574]
[88938][3342,(12, 15),88924,S,1336,573,573]
[88939][3343,(12, 14),88938,O,1337,574,574]
[88943][3344,(13, 14),88939,S,1338,573,573]
[88944][3345,(13, 13),88943,O,1339,574,574]
[88945][3347,(13, 12),88944,O,1340,575,575]
[89620][3349,(12, 12),88945,N,1341,576,576]
[89630][3351,(12, 11),89620,O,1342,577,577]
[89648][3353,(12, 10),89630,O,1343,578,578]
[89663][3357,(13, 10),89648,S,1344,577,577]
[89665][3361,(14, 10),89663,S,1345,576,576]
[89666][3364,(14, 9),89665,O,1346,577,577]
[89668][3367,(14, 8),89666,O,1347,578,578]
[89670][3369,(14, 7),89668,O,1348,579,579]
[89682][3372,(15, 7),89670,S,1349,578,578]
[89684][3374,(16, 7),89682,S,1350,577,577]
[89685][3378,(16, 8),89684,E,1351,576,576]
[89687][3382,(17, 8),89685,S,1352,575,575]
[89693][3386,(17, 7),89687,O,1353,576,576]
[89702][3390,(17, 6),89693,O,1354,577,577]
[89706][3394,(18, 6),89702,S,1355,576,576]
[89707][3395,(19, 6),89706,S,1356,575,575]
[89708][3399,(19, 5),89707,O,1357,576,576]
[89710][3401,(19, 4),89708,O,1358,577,577]
[89714][3403,(19, 3),89710,O,1359,578,578]
[89719][3407,(19, 2),89714,O,1360,579,579]
[89724][3410,(19, 1),89719,O,1361,580,580]
[89775][3412,(18, 1),89724,N,1362,581,581]
[89798][3415,(18, 0),89775,O,1363,582,582]
[89814][3416,(17, 0),89798,N,1364,583,583]
[89819][3417,(16, 0),89814,N,1365,584,584]
[89824][3420,(15, 0),89819,N,1366,585,585]
[89834][3421,(14, 0),89824,N,1367,586,586]
[89835][3423,(13, 0),89834,N,1368,587,587]
[89837][3427,(12, 0),89835,N,1369,588,588]
[89839][3431,(12, 1),89837,E,1370,587,587]
[89841][3432,(12, 2),89839,E,1371,586,586]
[89842][3434,(12, 3),89841,E,1372,585,585]
[89843][3437,(11, 3),89842,N,1373,586,586]
[89850][3441,(10, 3),89843,N,1374,587,587]
[89853][3445,(10, 4),89850,E,1375,586,586]
[89854][3446,(9, 4),89853,N,1376,587,587]
[89856][3449,(9, 5),89854,E,1377,586,586]
[89857][3452,(8, 5),89856,N,1378,587,587]
[89859][3456,(7, 5),89857,N,1379,588,588]
[89860][3459,(6, 5),89859,N,1380,589,589]
[89864][3460,(5, 5),89860,N,1381,590,590]
[89866][3461,(5, 6),89864,E,1382,589,589]
[89867][3465,(4, 6),89866,N,1383,590,590]
[89873][3467,(3, 6),89867,N,1384,591,591]
[89878][3470,(2, 6),89873,N,1385,592,592]
[89958][3471,(2, 5),89878,O,1386,593,593]
[89961][3474,(2, 4),89958,O,1387,594,594]
[89967][3478,(2, 3),89961,O,1388,595,595]
[89971][3480,(2, 2),89967,O,1389,596,596]
[89983][3483,(2, 1),89971,O,1390,597,597]
[89994][3484,(1, 1),89983,N,1391,598,598]
[89995][3486,(0, 1),89994,N,1392,599,599]
[89996][3488,(0, 0),89995,O,1393,600,600]
[89998][3492,(1, 0),89996,S,1394,599,599]
[89999][3495,(2, 0),89998,S,1395,598,598]
